link
https://github.com/fontikar/ohwhaley
https://github.com/PythonCoderUnicorn/badgey
https://github.com/tslumley/OregonTrail
https://yumechi.jp/en/blog/2024/dynamically-load-assembler-code-in-r/
https://github.com/fontikar/sillythings
https://gist.github.com/baptiste/d4abfa8a6c095d659f8879af5ad9531b
https://gist.github.com/baptiste/b5ecd606afc51b0a0e77edc6e3e5b531
https://teunbrand.github.io/elementalist/
https://jennyrichmond.netlify.app/blog/customise-your-r-experience/
https://github.com/jcken95/creepr
https://mccarthy-m-g.github.io/rockandstone/
https://github.com/rasmusab/beepr
https://github.com/rmflight/flighttools/blob/main/R/beep_success_error.R
https://github.com/jonocarroll/ntfy
https://github.com/jarikomppa/speccy/blob/master/engarde/m.py
https://github.com/adrianco/rs-tesla-telemetry
https://github.com/njtierney/ishihara
https://en.wikipedia.org/wiki/LMS_color_space
https://github.com/tanho63/joker
https://github.com/aftonsteps/ggalignment
